References,ID,Phylum,Class,Order,Family,Genus,Species,Habitat,Temp,Volume,Growth,Lat,Lon
Coesel et al. (1990),337,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum chaetoceras,Freshwater,15,4600,0.27,,
Coesel et al. (1990),337,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum chaetoceras,Freshwater,20,4600,0.46,,
Coesel et al. (1990),337,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum chaetoceras,Freshwater,25,4600,0.71,,
Coesel et al. (1990),337,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum chaetoceras,Freshwater,28,4600,0.86,,
Coesel et al. (1990),337,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum chaetoceras,Freshwater,30,4600,0.85,,
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,2,6400,0.06,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,5,6400,0.12,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,8,6400,0.17,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,11,6400,0.29,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,14,6400,0.4,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,17,6400,0.46,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,20,6400,0.56,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,25,6400,0.6,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,30,6400,0.66,54.41460833,2.965863889
Butterwick et al. (2005),338,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,35,6400,0,54.41460833,2.965863889
Coesel et al. (1990),339,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,10,6400,0.08,,
Coesel et al. (1990),339,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,15,6400,0.27,,
Coesel et al. (1990),339,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,20,6400,0.44,,
Coesel et al. (1990),339,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,25,6400,0.48,,
Coesel et al. (1990),339,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,28,6400,0.53,,
Coesel et al. (1990),339,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum cingulum,Freshwater,30,6400,0.54,,
Coesel et al. (1990),340,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,10,5100,0.11,,
Coesel et al. (1990),340,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,15,5100,0.22,,
Coesel et al. (1990),340,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,20,5100,0.47,,
Coesel et al. (1990),340,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,25,5100,0.66,,
Coesel et al. (1990),340,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,28,5100,0.7,,
Coesel et al. (1990),340,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,30,5100,0.74,,
Dauta et al. (1990),341,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,15,5100,0.41,,
Dauta et al. (1990),341,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,20,5100,0.51,,
Dauta et al. (1990),341,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,25,5100,0.76,,
Dauta et al. (1990),341,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,30,5100,0.65,,
Dauta et al. (1990),341,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum pingue,Freshwater,35,5100,0.49,,
Coesel et al. (1990),342,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum planctonicum,Freshwater,10,7800,0.12,,
Coesel et al. (1990),342,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum planctonicum,Freshwater,15,7800,0.22,,
Coesel et al. (1990),342,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum planctonicum,Freshwater,20,7800,0.48,,
Coesel et al. (1990),342,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum planctonicum,Freshwater,25,7800,0.63,,
Coesel et al. (1990),342,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum planctonicum,Freshwater,28,7800,0.75,,
Coesel et al. (1990),342,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum planctonicum,Freshwater,30,7800,0.85,,
Coesel et al. (1990),343,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus cuspidatus,Freshwater,10,5100,0.04,,
Coesel et al. (1990),343,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus cuspidatus,Freshwater,15,5100,0.17,,
Coesel et al. (1990),343,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus cuspidatus,Freshwater,20,5100,0.29,,
Coesel et al. (1990),343,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus cuspidatus,Freshwater,25,5100,0.4,,
Coesel et al. (1990),343,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus cuspidatus,Freshwater,28,5100,0.35,,
Coesel et al. (1990),343,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus,Staurodesmus cuspidatus,Freshwater,30,5100,0.22,,
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,1,53900,0.53,-58,62
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,1,53900,0.56,-58,62
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,4,53900,0.54,-58,62
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,4,53900,0.59,-58,62
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,7,53900,0.31,-58,62
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,7,53900,0.33,-58,62
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,8,53900,0,-58,62
Fiala & Oriol (1990),344,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,Stellarima microtrias,Marine,8,53900,0,-58,62
Suzuki and Takahashi (1995),345,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,Freshwater,5,93.8,0,36,140
Suzuki and Takahashi (1995),345,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,Freshwater,10,93.8,0.46,36,140
Suzuki and Takahashi (1995),345,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,Freshwater,15,93.8,0.83,36,140
Suzuki and Takahashi (1995),345,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,Freshwater,20,93.8,1.11,36,140
Suzuki and Takahashi (1995),345,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,Freshwater,25,93.8,1.29,36,140
Suzuki and Takahashi (1995),345,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,Freshwater,30,93.8,0.79,36,140
Suzuki and Takahashi (1995),345,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,Freshwater,35,93.8,0,36,140
Baars (1981),346,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,12,494000,0.54,51.395,3.556944
Baars (1981),346,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,20,378000,0.8,51.395,3.556944
Baars (1981),346,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,26,490000,0.43,51.395,3.556944
Schone (1982),347,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,10,454000,0,22.5,-16.5
Schone (1982),347,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,13,454000,0.75,22.5,-16.5
Schone (1982),347,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,16,454000,0.86,22.5,-16.5
Schone (1982),347,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,20,454000,0.95,22.5,-16.5
Schone (1982),347,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,Marine,23,454000,0.94,22.5,-16.5
Ryther (1954),348,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus cylindricus,Marine,5,5.3,0,40.68,-73.13
Ryther (1954),348,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus cylindricus,Marine,10,5.3,0.08,40.68,-73.13
Ryther (1954),348,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus cylindricus,Marine,15,5.3,0.33,40.68,-73.13
Ryther (1954),348,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus cylindricus,Marine,20,5.3,0.33,40.68,-73.13
Ryther (1954),348,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus cylindricus,Marine,25,5.3,0.3,40.68,-73.13
Ryther (1954),348,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,Stichococcus cylindricus,Marine,30,5.3,0.18,40.68,-73.13
Boyd et al. (2013),349,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus CCFWC502,Marine,15,0.956,0.11,-11.7,-32.01
Boyd et al. (2013),349,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus CCFWC502,Marine,20,0.956,0.53,-11.7,-32.01
Boyd et al. (2013),349,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus CCFWC502,Marine,25,0.956,0.45,-11.7,-32.01
Boyd et al. (2013),349,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus CCFWC502,Marine,30,0.956,0.45,-11.7,-32.01
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,13,0.956,0,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,15,0.956,0.22,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,17,0.956,0.36,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,19,0.956,0.47,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,22,0.956,0.6,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,24,0.956,0.69,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,26,0.956,0.77,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,28,0.956,0.8,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,30,0.956,0.65,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,32,0.956,0.41,28.5,-67.39
Moore et al. (1995),350,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus WH8103,Marine,35,0.956,0,28.5,-67.39
Dauta et al. (1990),351,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis minima,Freshwater,10,52,0.41,,
Dauta et al. (1990),351,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis minima,Freshwater,15,52,0.61,,
Dauta et al. (1990),351,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis minima,Freshwater,20,52,0.75,,
Dauta et al. (1990),351,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis minima,Freshwater,25,52,0.94,,
Dauta et al. (1990),351,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis minima,Freshwater,30,52,1.3,,
Dauta et al. (1990),351,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis minima,Freshwater,35,52,1.3,,
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,1,47100,0.31,-58,62
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,1,47100,0.34,-58,62
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,5,47100,0.37,-58,62
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,5,47100,0.39,-58,62
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,7,47100,0.29,-58,62
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,7,47100,0.3,-58,62
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,8,47100,0,-58,62
Fiala & Oriol (1990),352,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp.,Marine,8,47100,0,-58,62
Maddux & Jones (1964),353,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp.,Marine,10,2570,0.08,32.17,-64.5
Maddux & Jones (1964),353,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp.,Marine,16,2570,0.31,32.17,-64.5
Maddux & Jones (1964),353,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp.,Marine,22.5,2570,0.34,32.17,-64.5
Maddux & Jones (1964),353,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp.,Marine,31,2570,0.26,32.17,-64.5
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,12.5,424,0,6,-54
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,14.5,424,1.15062432,6,-54
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,17,424,0.311916231,6,-54
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,21,424,1.15062432,6,-54
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,24,424,1.76752531,6,-54
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,27,424,1.247664925,6,-54
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,31,424,1.351637002,6,-54
Hulburt (1982),354,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,Marine,34,424,0,6,-54
Aydin et al. (2009),355,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira allenii,Marine,4,4320,0.5,38.58,26.67
Aydin et al. (2009),355,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira allenii,Marine,10.9,4320,0.75,38.58,26.67
Aydin et al. (2009),355,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira allenii,Marine,16,4320,0.75,38.58,26.67
Aydin et al. (2009),355,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira allenii,Marine,20,4320,0.84,38.58,26.67
Popovich et al. (1999),356,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,Marine,5,456,0.5,,
Popovich et al. (1999),356,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,Marine,10,456,0.67,,
Popovich et al. (1999),356,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,Marine,15,456,1.08,,
Popovich et al. (1999),356,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira curviseriata,Marine,20,456,1.4,,
Baars (1981),357,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira decipiens,Marine,0,5960,0.11,51.395,3.556944
Baars (1981),357,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira decipiens,Marine,6,12400,0.49,51.395,3.556944
Baars (1981),357,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira decipiens,Marine,12,2950,0.89,51.395,3.556944
Baars (1981),357,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira decipiens,Marine,18,1560,1.13,51.395,3.556944
Baars (1981),357,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira decipiens,Marine,20,8280,0.97,51.395,3.556944
Baars (1981),358,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,6,397000,0.2,51.395,3.556944
Baars (1981),358,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,12,307000,0.57,51.395,3.556944
Baars (1981),358,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,16,4.00E+05,1,51.395,3.556944
Baars (1981),358,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,20,222000,0.89,51.395,3.556944
Baars (1981),358,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,26,231000,0.48,51.395,3.556944
Baars (1981),358,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,30,229000,0.82,51.395,3.556944
Montagnes and Franklin (2001),359,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,10,88177,0.37,,
Montagnes and Franklin (2001),359,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,13,62717,0.34,,
Montagnes and Franklin (2001),359,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,16,51317,0.56,,
Montagnes and Franklin (2001),359,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,20,51697,0.45,,
Montagnes and Franklin (2001),359,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,Marine,25,45617,0.57,,
Hobson (1974),360,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira fluviatilis,Marine,15,1430,1.1,,
Hobson (1974),360,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira fluviatilis,Marine,20,1430,1.7,,
Hobson (1974),360,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira fluviatilis,Marine,25,1430,3.6,,
Baars (1981),361,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira hendeyi,Marine,12,190000,0.39,51.395,3.556944
Baars (1981),361,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira hendeyi,Marine,16,331000,0.52,51.395,3.556944
Baars (1981),361,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira hendeyi,Marine,20,191000,0.71,51.395,3.556944
Baars (1981),362,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira levanderi,Marine,0,839,0.36,51.395,3.556944
Baars (1981),362,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira levanderi,Marine,6,589,0.77,51.395,3.556944
Baars (1981),362,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira levanderi,Marine,12,539,1.13,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,-1.5,1290,0.25,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,-1,6450,0.35,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,0,4320,0.47,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,3,23800,0.46,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,6,7610,0.84,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,12,4320,0.98,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,16,6710,0.49,51.395,3.556944
Baars (1981),363,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,18,4510,0.7,51.395,3.556944
Suzuki and Takahashi (1995),364,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,-1,5270,0.358,44.14,143.79
Suzuki and Takahashi (1995),364,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,0,5270,0.548,44.14,143.79
Suzuki and Takahashi (1995),364,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,2,5270,0.608,44.14,143.79
Suzuki and Takahashi (1995),364,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,5,5270,0.699,44.14,143.79
